label,id,title,sentences
1,0,中華民國政治, 中華民國政治 是指於1912年創建中華民國政府，期間在大陸時期經歷了南京臨時政府、北洋政府和國民政府，並在行憲後於1948年正式改組，1950年遷至臺灣地區後運作至今。
1,1,中華民國政治, 國體、政體與憲法 根據《中華民國憲法》中華民國基於三民主義，國體為共和國體，政體為民主政體。
1,2,中華民國政治,中華民國實質民主化則是在1980至1990年代進行（參見上圖的政體歷史變化）。
1,3,中華民國政治,根據政體資料集截至2010年 的資料，自政黨合法化且在90年代起的競爭性選舉，對行政權力提供了許多有效的制約，因此從那時開始被分類為民主政體。
1,4,中華民國政治, 《中華民國憲法》是中華民國的根本法律，於1946年時中國國民黨主政之國民政府還在中國大陸時起草，也是針對全中國而設計的。
1,5,中華民國政治,在1947年12月25日正式生效。
1,6,中華民國政治,1949年中華民國政府遷到臺灣時，沿用了整套原來在南京制定的中央政府機制。
1,7,中華民國政治,直到1990年代開始對憲法的進行重大修正，在憲法中增修加入了很多專門針對臺灣所設計的條款。
1,8,中華民國政治, 在1991年以前，中華民國政府一直沒有公開放棄收復整個大陸地區的努力。
1,9,中華民國政治,1991年李登輝總統在非官方場合已經放棄了對中國大陸主權的宣示，認為共產黨控制整個中國大陸是不爭的事實。
1,10,中華民國政治,然而整個政府結構依然存在，憲法上也沒有正式放棄對中國大陸的主權，因為這樣做有可能引起有關兩國論及臺灣獨立問題的爭議。
1,11,中華民國政治, 國民大會是1947年在中國大陸選舉產生的，而國大代表具有選舉總統的職權。
1,12,中華民國政治,在1949年國民政府搬到臺灣後繼續運作，但是由於已經不可能在中國大陸舉行換屆選舉，19471948年間選舉產生的國大代表在1954年原任期屆滿後採無限期留任（萬年國代）。
1,13,中華民國政治,直到1990年6月大法官會議決定，在國民大會、立法院以及其他政府機構內所有的無限期留任代表必須從1991年12月31日起退休，始結束長達44年的任期。
1,14,中華民國政治, 第二屆國民大會在1991年選舉產生，共有325名國大代表。
1,15,中華民國政治,大部分代表是直接民選產生，100人則是根據政黨得票率按比例分配。
1,16,中華民國政治,這屆國大在1994年修改了憲法，通過修憲案允許總統直接民選，為1996年3月舉行的總統、副總統直選鋪路。
1,17,中華民國政治,同時選出的第三屆國民大會依然擁有修憲、彈劾總統、副總統等權力。
1,18,中華民國政治, 2000年4月，國大代表投票決定，這屆國大結束後不再舉行選舉，國大僅在需要時才會選舉並重新開會。
1,19,中華民國政治,修憲後國大的大部分職責已經轉交立法院，其中也包括了彈劾總統的權力。
1,20,中華民國政治,2004年立法院通過修憲提案將國民大會實際廢除，此提案經2005年任務型國民大會決議通過後，國大走入歷史。
1,21,中華民國政治, 2018年7月1日，臺灣省政府機關預算歸零、所有員額與業務由中央相關部會承接，行政院不再派任臺灣省政府主席，實質上已廢止，但因未修改憲法條文，故名義上依然存在。
1,22,中華民國政治, 福建省政府亦機關預算歸零，所有員額與業務移撥予2017年1月18日成立的行政院金馬聯合服務中心接手執行。
1,23,中華民國政治,由於省府是憲政機關，非修憲不得廢除，因此福建省政府名銜仍存在。
1,24,中華民國政治,自2019年1月1日起實質上裁撤，不再編列員額與預算，僅依法留下省政府名稱及省主席職位。
1,25,中華民國政治, 中央政府制度 總統、副總統 總統、副總統任期4年。
1,26,中華民國政治,總統為國家元首，對外代表國家，統率全國陸海空軍，依法公佈法律、發布命令、宣佈戒嚴、任免文武官員、授與榮典、行使大赦、特赦、減刑及復權之權，以及行使締結條約及宣戰、媾和之權。
1,27,中華民國政治,總統依據憲法行使職權，設總統府，置祕書長1人、副祕書長2人，另有資政、國策顧問及戰略顧問，對國家大計及戰略、國防等事項，向總統提供意見，並備諮詢。
1,28,中華民國政治,總統任期四年，只可以連任一次。
1,29,中華民國政治, 根據憲法五權分立的精神設立 五院 ，即行政院、立法院、監察院、考試院和司法院。
1,30,中華民國政治, 行政院 為國家最高行政機關，置院長1人，由總統任命；副院長1人，部會首長及不管部會之政務委員，均由行政院院長提請總統任命，共同組成行政院會議，以院長為主席，議決重大施政方針及向立法院提出法律、預算、戒嚴、大赦、宣戰、媾和、條約等案。
