label,id,title,sentences
1,0,[討論] 同婚三讀，我明年選前都不嘴民進黨 ,我話就先放在這邊
1,1,[討論] 同婚三讀，我明年選前都不嘴民進黨 ,只要明天同婚能照行政院版的專法過
1,2,[討論] 同婚三讀，我明年選前都不嘴民進黨 ,我明年大選欠民進黨一張總統票以外
1,3,[討論] 同婚三讀，我明年選前都不嘴民進黨 ,柯文哲出來我也不會投他
1,4,[討論] 同婚三讀，我明年選前都不嘴民進黨 ,我到明年選前再也不嘴民進黨任何一句話
1,5,[討論] 同婚三讀，我明年選前都不嘴民進黨 ,再怎麼不爽我都會吞進去
1,6,[討論] 同婚三讀，我明年選前都不嘴民進黨 ,以上176族繁不及備載
1,7,[討論] 當初如果小英重壓希拉蕊？,如果當初小英完全只重壓希拉蕊的話
1,8,[討論] 當初如果小英重壓希拉蕊？,現在川普會對台灣這麼好嗎
1,9,[討論] 當初如果小英重壓希拉蕊？,有沒有時空旅人可以討論一下
1,10,[討論] 當初如果小英重壓希拉蕊？,希拉蕊當選的平行時空的台灣發展
1,11,[討論] 當初如果小英重壓希拉蕊？,由此觀來小英現在重壓美國
1,12,[討論] 當初如果小英重壓希拉蕊？,而一堆柯黑瘋狂柯文哲的論點
1,13,[討論] 當初如果小英重壓希拉蕊？,會不會哪天習小小吹得川普很爽的時候台灣就倒楣的可能啊
1,14,[討論] 當初如果小英重壓希拉蕊？,那這時候小英該怎麼應對
1,15,[討論] 當初如果小英重壓希拉蕊？,還有兩百萬還沒鯊魚返鄉的台商要怎麼辦
1,16,Re: [討論] 同婚三讀，我明年選前都不嘴民進黨 ,我話就先放在這邊
1,17,Re: [討論] 同婚三讀，我明年選前都不嘴民進黨 ,只要明天同婚能照行政院版的專法過
1,18,Re: [討論] 同婚三讀，我明年選前都不嘴民進黨 ,問題是不是已經有混合其他的協調了嗎
1,19,Re: [討論] 同婚三讀，我明年選前都不嘴民進黨 ,那還是純的行政院版的專法嗎
1,20,Re: [討論] 同婚三讀，我明年選前都不嘴民進黨 ,這個要說清楚講明白先喔
1,21,Re: [討論] 同婚三讀，我明年選前都不嘴民進黨 ,我明年大選欠民進黨一張總統票以外
1,22,Re: [討論] 同婚三讀，我明年選前都不嘴民進黨 ,柯文哲出來我也不會投他
1,23,Re: [討論] 同婚三讀，我明年選前都不嘴民進黨 ,我到明年選前再也不嘴民進黨任何一句話
1,24,Re: [討論] 同婚三讀，我明年選前都不嘴民進黨 ,再怎麼不爽我都會吞進去
1,25,[討論] 台灣應該減少醫學系名額，引進外國醫生,台灣長期以來考是最高分的都跑去讀醫學了
1,26,[討論] 台灣應該減少醫學系名額，引進外國醫生,但是他們也不做研究
1,27,[討論] 台灣應該減少醫學系名額，引進外國醫生,主要就是看中醫生的薪水高社會地位高而已
1,28,[討論] 台灣應該減少醫學系名額，引進外國醫生,日本時代因為台灣的醫療品質低落環境衛生髒亂傳染病盛行
1,29,[討論] 台灣應該減少醫學系名額，引進外國醫生,所以首重醫學是當務之急
1,30,[討論] 台灣應該減少醫學系名額，引進外國醫生,但是現在根本就不需要最聰明的人讀醫學了
1,31,[討論] 台灣應該減少醫學系名額，引進外國醫生,這只是浪費人才而已
1,32,[討論] 台灣應該減少醫學系名額，引進外國醫生,對台灣根本沒有貢獻
1,33,[討論] 台灣應該減少醫學系名額，引進外國醫生,應該讓最聰明的人坐研究創新才有意義
1,34,[討論] 台灣應該減少醫學系名額，引進外國醫生,醫學這種只要仔細細心就能做的工作不需要聰明的人來做
1,35,[討論] 台灣應該減少醫學系名額，引進外國醫生,應該減少醫學系的名額
1,36,[討論] 台灣應該減少醫學系名額，引進外國醫生,還有成績日益飆升的牙醫系
1,37,[討論] 台灣應該減少醫學系名額，引進外國醫生,聰明的人更不應該整天挖洞補洞而已
1,38,[討論] 台灣應該減少醫學系名額，引進外國醫生,這些工作應該外包搞外國人來做就好了
1,39,[討論] 台灣應該減少醫學系名額，引進外國醫生,聰明人要做研究
1,40,[討論] 台灣應該減少醫學系名額，引進外國醫生,這才是正確的國家戰略
1,41,[討論] 台灣應該減少醫學系名額，引進外國醫生,又再講市場太小這種藉口
1,42,[討論] 台灣應該減少醫學系名額，引進外國醫生,800萬人的瑞士不會找這種藉口
1,43,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,小牛被電本來就不意外啊
1,44,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,準備這麼不充分又碰到一個很艱難的議題
1,45,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,柯文哲的三角形論很粗淺
1,46,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,是講給普羅大眾聽的
1,47,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,沒有資料在背後支撐
1,48,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,被追問兩句就垮了
1,49,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,柯團隊如果要繼續發展三角形論
1,50,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,建議直接去補美國實際上要從中國手上拿到什麼的資料
1,51,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,直接翻美國的政論
1,52,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,現在台灣人膝反射就是美國要打倒中共
1,53,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,但實際上真的是這樣嗎
1,54,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,還是美國就只是想從中共身上拿錢罷了
1,55,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,那如果美國就只是要拿錢
1,56,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,台灣總統暴露想靠美國求獨立的底牌
1,57,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,在美國達成目的後
1,58,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,台灣是不是反而會陷入危險
1,59,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,柯幕僚上電視被電
1,60,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,是形塑出來的事實上你去看也沒有真的被怎麼電
1,61,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,基本上就是各抒己見而已
1,62,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,但為何會狂洗被電
1,63,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,是因為柯陣營的言論
1,64,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,才是對最危險的
1,65,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,試想新黨炳中只要出來嚷嚷
1,66,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,不用操作輿論自然就一片譁然了
1,67,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,因為兩岸對立是存在的核心根本
1,68,Re: [討論] 柯P幕僚一上節目就被狂電？圍剿？,但柯陣營一直一來的觀點
