label,id,title,sentences
,2,Re: [討論] 大家對年改的態度？,
1,14,Re: [討論] 大家對年改的態度？,反對年改嗎？還是贊成？
1,16,Re: [討論] 大家對年改的態度？,無聊來做個民調好了，
1,31,Re: [討論] 大家對年改的態度？,回答的給100哦。1.支持年改2.反對年改3.支持年改，
1,36,Re: [討論] 大家對年改的態度？,但反對民進黨版的年改。簡單說啦
1,38,Re: [討論] 大家對年改的態度？,蔡的改法實在太狠了
1,40,Re: [討論] 大家對年改的態度？,第一是溯及既往
1,42,Re: [討論] 大家對年改的態度？,這牽扯到政府行政體系信賴保護原則
1,44,Re: [討論] 大家對年改的態度？,今天政府可以把跟你說好的東西改掉
1,46,Re: [討論] 大家對年改的態度？,往後當然也可以把別的改掉
1,48,Re: [討論] 大家對年改的態度？,溯及既往是很危險的一步
1,50,Re: [討論] 大家對年改的態度？,人民對政府的不信任感會增加很多
1,52,Re: [討論] 大家對年改的態度？,第二是幅度過高
1,56,Re: [討論] 大家對年改的態度？,很多人的錢直接少了3分之一左右一定會有人說
1,58,Re: [討論] 大家對年改的態度？,阿本來就不應該領那麼多
1,60,Re: [討論] 大家對年改的態度？,但還是回到前面說的
1,62,Re: [討論] 大家對年改的態度？,這本來就是政府該支付的義務
1,66,Re: [討論] 大家對年改的態度？,政府把自己該履行的義務單方面減輕了幅度還這麼大
1,70,Re: [討論] 大家對年改的態度？,這種改法幾乎可以說是往別人身上桶刀了我支持要改
1,73,[討論] 柯韓一對一誰贏？,凱道這個聲勢目前藍綠無人能敵
1,75,[討論] 柯韓一對一誰贏？,藍的比較聰明不亂打柯
1,77,[討論] 柯韓一對一誰贏？,綠的繼續打柯繼續姚文第二
1,85,Re: [討論] 大家對年改的態度？,簡單說啦
1,89,Re: [討論] 大家對年改的態度？,蔡的改法實在太狠了
1,93,Re: [討論] 大家對年改的態度？,第一是溯及既往
1,97,Re: [討論] 大家對年改的態度？,這牽扯到政府行政體系信賴保護原則
1,101,Re: [討論] 大家對年改的態度？,今天政府可以把跟你說好的東西改掉
1,105,Re: [討論] 大家對年改的態度？,往後當然也可以把別的改掉
1,107,Re: [討論] 大家對年改的態度？,溯及既往是很危險的一步
1,109,Re: [討論] 大家對年改的態度？,人民對政府的不信任感會增加很多
1,111,Re: [討論] 大家對年改的態度？,本來就是溯及既往
1,113,Re: [討論] 大家對年改的態度？,你怎麼不說以前往上調的時候不該溯及既往
1,117,Re: [討論] 大家對年改的態度？,年金又不是一開始就固定18%
1,121,Re: [討論] 大家對年改的態度？,第二是幅度過高
1,127,Re: [討論] 大家對年改的態度？,很多人的錢直接少了3分之一左右一定會有人說
1,129,Re: [討論] 大家對年改的態度？,阿本來就不應該領那麼多
1,131,Re: [討論] 大家對年改的態度？,領得多的砍得多
1,133,Re: [討論] 大家對年改的態度？,領的少的沒啥砍到
1,135,Re: [討論] 大家對年改的態度？,現在是這樣改吧
1,137,Re: [討論] 大家對年改的態度？,一堆退將說錢不夠他們出國不夠請外傭
1,141,Re: [討論] 大家對年改的態度？,你覺得這些不該砍?
1,143,Re: [討論] 大家對年改的態度？,但還是回到前面說的
1,147,Re: [討論] 大家對年改的態度？,這本來就是政府該支付的義務
1,153,Re: [討論] 大家對年改的態度？,政府把自己該履行的義務單方面減輕了幅度還這麼大
1,159,Re: [討論] 大家對年改的態度？,這種改法幾乎可以說是往別人身上桶刀了我支持要改
1,161,Re: [討論] 大家對年改的態度？,但應該要有更溫和折衷的方案才對
1,163,Re: [討論] 大家對年改的態度？,那你就提看看所謂溫和的方法到底要怎麼改
1,165,Re: [討論] 大家對年改的態度？,任何改法都會有人不滿意
1,167,Re: [討論] 大家對年改的態度？,目前的改法我覺得對大部分人來說應該是雖不滿意但可以接受.
1,171,Re: [討論] 大家對年改的態度？,歷史只記載輸贏不在乎過程
1,173,Re: [討論] 大家對年改的態度？,不過我永遠只記得韓國人比賽作弊
1,175,Re: [討論] 大家對年改的態度？,卻不記得他的名次........
1,177,Re: [討論] 大家對年改的態度？,那也要先有草案啊
1,179,Re: [討論] 大家對年改的態度？,什麼都只想公投
1,184,Re: [討論] 大家對年改的態度？,引述《
1,196,Re: [討論] 大家對年改的態度？,(慾望深厚的老衲)》之銘言：簡單說啦
1,202,Re: [討論] 大家對年改的態度？,蔡的改法實在太狠了
1,208,Re: [討論] 大家對年改的態度？,第一是溯及既往
1,214,Re: [討論] 大家對年改的態度？,這牽扯到政府行政體系信賴保護原則
1,220,Re: [討論] 大家對年改的態度？,今天政府可以把跟你說好的東西改掉
1,226,Re: [討論] 大家對年改的態度？,往後當然也可以把別的改掉
1,228,Re: [討論] 大家對年改的態度？,溯及既往是很危險的一步
1,232,Re: [討論] 大家對年改的態度？,人民對政府的不信任感會增加很多
1,234,Re: [討論] 大家對年改的態度？,本來就是溯及既往
1,238,Re: [討論] 大家對年改的態度？,你怎麼不說以前往上調的時候不該溯及既往
1,244,Re: [討論] 大家對年改的態度？,年金又不是一開始就固定18%
1,250,Re: [討論] 大家對年改的態度？,第二是幅度過高
1,258,Re: [討論] 大家對年改的態度？,很多人的錢直接少了3分之一左右一定會有人說
1,262,Re: [討論] 大家對年改的態度？,阿本來就不應該領那麼多
1,264,Re: [討論] 大家對年改的態度？,領得多的砍得多
1,268,Re: [討論] 大家對年改的態度？,領的少的沒啥砍到
1,272,Re: [討論] 大家對年改的態度？,現在是這樣改吧
1,274,Re: [討論] 大家對年改的態度？,一堆退將說錢不夠他們出國不夠請外傭
1,280,Re: [討論] 大家對年改的態度？,你覺得這些不該砍?
1,282,Re: [討論] 大家對年改的態度？,但還是回到前面說的
1,288,Re: [討論] 大家對年改的態度？,這本來就是政府該支付的義務
1,296,Re: [討論] 大家對年改的態度？,政府把自己該履行的義務單方面減輕了幅度還這麼大
1,304,Re: [討論] 大家對年改的態度？,這種改法幾乎可以說是往別人身上桶刀了我支持要改
1,308,Re: [討論] 大家對年改的態度？,但應該要有更溫和折衷的方案才對
1,312,Re: [討論] 大家對年改的態度？,那你就提看看所謂溫和的方法到底要怎麼改
1,316,Re: [討論] 大家對年改的態度？,任何改法都會有人不滿意
1,318,Re: [討論] 大家對年改的態度？,目前的改法我覺得對大部分人來說應該是雖不滿意但可以接受.
1,320,Re: [討論] 大家對年改的態度？,是要朔及既往什麼鬼
1,322,Re: [討論] 大家對年改的態度？,那年代會去當老師的有多少是自願
1,326,Re: [討論] 大家對年改的態度？,還不是家裡窮只好去讀公費老師我爸清水初中
1,328,Re: [討論] 大家對年改的態度？,同班同學還有曹興誠勒
1,330,Re: [討論] 大家對年改的態度？,他怎不用去當老師
1,332,Re: [討論] 大家對年改的態度？,師專畢業一個月薪水七百
1,334,Re: [討論] 大家對年改的態度？,到結婚生了三個小孩也才3萬出頭
1,336,Re: [討論] 大家對年改的態度？,暑假還要去工地打工偷偷補習
1,338,Re: [討論] 大家對年改的態度？,看過老師還要去工地的喔
1,342,Re: [討論] 大家對年改的態度？,政府說好該給的就該給是在該什麼現在人中風了
1,344,Re: [討論] 大家對年改的態度？,一個月砍一萬八?
1,346,Re: [討論] 大家對年改的態度？,你幫我出嗎???
1,349,Re: [討論] 大家對年改的態度？,話說，
1,351,Re: [討論] 大家對年改的態度？,如果政府的行政命令或簽署的條款真有信賴保護這東西，
1,355,Re: [討論] 大家對年改的態度？,大概連法律都不一定能保證有，
1,357,Re: [討論] 大家對年改的態度？,那中華民國從國父到菜桶以來的官員們大概都要自盡謝罪去了，
1,369,Re: [討論] 大家對年改的態度？,每年政府和官員們唬爛，違約，裝死，改行政命令，換法條，
1,371,Re: [討論] 大家對年改的態度？,溯及既往等等的情況大概罄竹難書吧
1,377,Re: [討論] 大家對年改的態度？,而且不只是只有我們的政府，全世界都一樣，要相信政府，
1,379,Re: [討論] 大家對年改的態度？,別傻吧只有偶爾有些個案打
1,383,Re: [討論] 大家對年改的態度？,官司能贏回來而已，而且就算贏了，
,387,Re: [討論] 芒果乾要解決很簡單啊,
1,393,Re: [討論] 芒果乾要解決很簡單啊,說真的，
1,395,Re: [討論] 芒果乾要解決很簡單啊,要解決一點都不難，
1,400,Re: [討論] 芒果乾要解決很簡單啊,只是這些人放不下。
1,404,Re: [討論] 芒果乾要解決很簡單啊,一、民進黨先做到這些事：
1,410,Re: [討論] 芒果乾要解決很簡單啊,開除梁文傑黨籍，終身永不錄用
1,416,Re: [討論] 芒果乾要解決很簡單啊,開除王世堅黨籍，終身永不錄用
1,422,Re: [討論] 芒果乾要解決很簡單啊,開除簡舒培黨籍，終身永不錄用
1,428,Re: [討論] 芒果乾要解決很簡單啊,二、黨主席與蔡英文親自帶著這三個人的開除黨籍證明書，跟柯文哲道歉
1,430,Re: [討論] 芒果乾要解決很簡單啊,三、宣布民進黨不參選2020中華民國總統大選，
1,434,Re: [討論] 芒果乾要解決很簡單啊,全黨禮讓柯文哲
1,438,Re: [討論] 芒果乾要解決很簡單啊,柯文哲不想連署就用黨推薦他
1,442,Re: [討論] 芒果乾要解決很簡單啊,柯文哲願意連署就用黨機器幫他
1,444,Re: [討論] 芒果乾要解決很簡單啊,這樣子至少可以跟韓國瑜一搏，
1,446,Re: [討論] 芒果乾要解決很簡單啊,而不是派出去送死，
1,451,Re: [討論] 芒果乾要解決很簡單啊,然後整天賣芒果乾。
1,453,Re: [討論] 芒果乾要解決很簡單啊,白痴都知道現在只有柯文哲擋得下韓國瑜，
1,458,Re: [討論] 芒果乾要解決很簡單啊,結果民進黨、蔡英文、覺青還在扯後腿。
1,467,Re: [討論] 芒果乾要解決很簡單啊,一群比白痴都不如的，呸。我已經講過了白綠遲早分裂
1,469,Re: [討論] 芒果乾要解決很簡單啊,就算不打器捐案或是簡七斷
1,471,Re: [討論] 芒果乾要解決很簡單啊,柯走的親美友中路線注定跟民進黨要分裂
1,479,Re: [討論] 芒果乾要解決很簡單啊,何必道什麼歉呢？我認為英粉柯粉
1,481,Re: [討論] 芒果乾要解決很簡單啊,本身理念就有差異了
1,483,Re: [討論] 芒果乾要解決很簡單啊,但是現在有一個解救台灣的方法
1,485,Re: [討論] 芒果乾要解決很簡單啊,讓白色綠色可以合解
1,499,Re: [討論] 芒果乾要解決很簡單啊,大家一起發大財台灣安全人民有錢我們一起把堵爛器捐案賭爛錄音帶的氣
1,505,Re: [討論] 芒果乾要解決很簡單啊,都把選票投到韓國瑜身上教訓蔡英文教訓新潮流教訓民進黨
1,509,Re: [討論] 芒果乾要解決很簡單啊,英粉也把堵爛兩岸一家親堵爛扁鑽說
1,515,Re: [討論] 芒果乾要解決很簡單啊,堵爛友中避戰說的氣都投給韓國瑜
1,521,Re: [討論] 芒果乾要解決很簡單啊,讓韓總統教訓柯文哲這樣台灣安全人民有錢
1,531,Re: [討論] 大家對年改的態度？,引述《
1,537,Re: [討論] 大家對年改的態度？,(劍雅莫離騷)》之銘言：
1,555,Re: [討論] 大家對年改的態度？,不知道政黑的鄉民對年改的態度是什麼？反對年改嗎？還是贊成？
1,557,Re: [討論] 大家對年改的態度？,無聊來做個民調好了，
1,578,Re: [討論] 大家對年改的態度？,回答的給100哦。1.支持年改2.反對年改3.支持年改，
1,587,Re: [討論] 大家對年改的態度？,但反對民進黨版的年改。簡單說啦
1,591,Re: [討論] 大家對年改的態度？,蔡的改法實在太狠了
1,595,Re: [討論] 大家對年改的態度？,第一是溯及既往
1,599,Re: [討論] 大家對年改的態度？,這牽扯到政府行政體系信賴保護原則
1,603,Re: [討論] 大家對年改的態度？,今天政府可以把跟你說好的東西改掉
1,607,Re: [討論] 大家對年改的態度？,往後當然也可以把別的改掉
1,609,Re: [討論] 大家對年改的態度？,溯及既往是很危險的一步
1,613,Re: [討論] 大家對年改的態度？,人民對政府的不信任感會增加很多
1,617,Re: [討論] 大家對年改的態度？,第二是幅度過高
1,623,Re: [討論] 大家對年改的態度？,很多人的錢直接少了3分之一左右一定會有人說
1,627,Re: [討論] 大家對年改的態度？,阿本來就不應該領那麼多
1,629,Re: [討論] 大家對年改的態度？,但還是回到前面說的
1,633,Re: [討論] 大家對年改的態度？,這本來就是政府該支付的義務
1,639,Re: [討論] 大家對年改的態度？,政府把自己該履行的義務單方面減輕了幅度還這麼大
1,645,Re: [討論] 大家對年改的態度？,這種改法幾乎可以說是往別人身上桶刀了我支持要改
1,647,Re: [討論] 大家對年改的態度？,但應該要有更溫和折衷的方案才對
1,649,Re: [討論] 大家對年改的態度？,其實這是民進黨跟蔡總統的戰略選擇
1,653,Re: [討論] 大家對年改的態度？,利用人民的忌妒心犧牲公務員拉攏勞工階層
1,655,Re: [討論] 大家對年改的態度？,只是看來適得其反
1,657,Re: [討論] 大家對年改的態度？,別說甚麼財政永續那麼好聽
1,659,Re: [討論] 大家對年改的態度？,勞保債務洞都多大了
1,661,Re: [討論] 大家對年改的態度？,今年還給你調高給付
1,663,Re: [討論] 大家對年改的態度？,農保不知道甚麼時候就破產了
1,665,Re: [討論] 大家對年改的態度？,還放寬配偶、直系血親可加入
1,667,Re: [討論] 大家對年改的態度？,軍人年改後出支更增加
1,669,Re: [討論] 大家對年改的態度？,結果就是加預算付錢
1,673,Re: [討論] 大家對年改的態度？,再之前更是整個黨的機器往公務員身上抹泥巴看看林萬憶
1,675,Re: [討論] 大家對年改的態度？,段宜康講些甚麼話
1,677,Re: [討論] 大家對年改的態度？,目的就只是勾起對立的情緒
1,679,Re: [討論] 大家對年改的態度？,這種犧牲少數人只為了自己的政治利益的行為
1,685,Re: [討論] 大家對年改的態度？,昨天蔡總統竟然還在臉書講甚麼不計毀譽，冒著政治風險，推動年金改革
1,690,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,你這整段話真的很.....
1,694,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,如果把國民黨換成民進黨也完全一樣
1,708,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,很多年輕人或者淺綠深綠的人士痛恨國民黨(理由很多黑金貪污以前威權等等)
1,710,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,所以他們一定不會投國民黨
1,712,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,但很多年輕人或淺綠
1,716,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,也覺得民進黨很爛超級噁心
1,720,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,(比如許多柯粉)很多深綠的
1,734,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,也覺得民進黨很差勁完全不爭氣給你機會做還做這麼爛但是大選到了他們會投誰?
1,736,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,當然是投國民黨的對立面阿
1,738,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,柯粉有柯就會投柯
1,740,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,阿沒柯就算兩黨一樣爛
1,742,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,他們還是票投民進黨阿
1,744,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,台灣選舉一直都是這樣
1,746,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,除非你真的是超級鐵的鐵票
1,748,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,不然都只是選一個你自己心裡覺得比較不爛
1,756,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,心裡比較不那麼討厭的而已啦說悲哀嗎?其實也還好各個民主社會
1,758,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,尤其是兩黨政治
1,762,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,也都有這樣的情況你去美國問問
1,774,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,肯定也很多人說兩黨一樣爛如題實在是很詭異
1,802,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,台灣兩大黨都有垃圾比方說貪污的啦亂講話的啦舔共的啦政治小丑啦無能廢物啦
1,806,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,可是很神奇的是
1,810,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,不論怎麼罵那些國民兩黨的敗類
1,814,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,在投票的時候很多都還會轉成投國民黨
1,818,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,真是很神奇的一件事
1,822,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,好像藍營的支持者非常死忠
1,826,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,不管發生什麼事都堅定信念
1,830,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,罵歸罵繼續投藍
1,834,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,又或者是自詡中間選民的人
1,842,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,明明主張垃圾不分藍綠可是票投國民黨真的很神奇
1,846,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,是因為國民黨有什麼特殊魅力導致做什麼壞事都可被原諒？
1,848,Re: [討論] 為什麼兩黨一樣爛的結論是票投國民黨呢？,還是說只要是民進黨就不能有老鼠屎，
